,Time (Seconds),Voltage (V),Current (A),Repeat,Run,Channel,Step,Loop Count,File Name,File Path,Exp Type,OCV,Exp Title,Exp Name,Exp Start Time,Capacity (Ah),Energy (Wh),raw dQ/dV (Ah/V),dQ/dV (Ah/V),Cumulative Capacity (Ah),Current Density (A/m^2),Overpotential (V),SOC (%)
71,375.0,1.054407,-0.009040547,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00013812489166666668,-0.0009035661157716711,,,0.00013812489166666668,-0.009040547,,0.0
72,380.0,1.044177,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00015068186805555558,-0.001060904656712317,,,0.00015068186805555558,-0.009041023,,0.0
73,385.0,1.03407,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00016323871250000004,-0.001229704912147192,,,0.00016323871250000004,-0.009040928,,0.0
74,390.0,1.024145,-0.009040738,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0001757952930555556,-0.0014097447825535741,,,0.0001757952930555556,-0.009040738,,0.0
75,395.0,1.014343,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00018835213750000005,-0.0016007984547617366,,,0.00018835213750000005,-0.009040928,,0.0
76,400.0,1.004712,-0.009040738,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0002009087180555556,-0.00180265385469677,,,0.0002009087180555556,-0.009040738,,0.0
77,405.0,0.9951965,-0.009040738,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00021346529861111116,-0.0020150937727460025,,,0.00021346529861111116,-0.009040738,,0.0
78,410.0,0.9858398,-0.009041214,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00022602254027777782,-0.002237915788648939,,,0.00022602254027777782,-0.009041214,,0.0
79,415.0,0.9766785,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00023857938472222228,-0.002470931144250362,,,0.00023857938472222228,-0.009040928,,0.0
80,420.0,0.9676758,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0002511363611111112,-0.0027139497233976454,,,0.0002511363611111112,-0.009041023,,0.0
81,425.0,0.9589722,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00026369333750000007,-0.002966824303385363,,,0.00026369333750000007,-0.009041023,,0.0
82,430.0,0.9503357,-0.009040642,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0002762497847222223,-0.0032293543359242054,,,0.0002762497847222223,-0.009040642,,0.0
83,435.0,0.9418885,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00028880662916666675,-0.003501377978660053,,,0.00028880662916666675,-0.009040928,,0.0
84,440.0,0.9336487,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003013634736111112,-0.0037827455940245515,,,0.0003013634736111112,-0.009040928,,0.0
85,445.0,0.9255615,-0.009040642,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003139199208333334,-0.004073297786830933,,,0.0003139199208333334,-0.009040642,,0.0
86,450.0,0.9176575,-0.009040642,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003264763680555557,-0.004372891274549874,,,0.0003264763680555557,-0.009040642,,0.0
87,455.0,0.910022,-0.009040451,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003390325500000001,-0.0046814183537659745,,,0.0003390325500000001,-0.009040451,,0.0
88,460.0,0.9025146,-0.009040451,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003515887319444445,-0.004998732317541322,,,0.0003515887319444445,-0.009040451,,0.0
89,465.0,0.8951355,-0.009040642,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00036414517916666676,-0.0053246915945672655,,,0.00036414517916666676,-0.009040642,,0.0
90,470.0,0.8879334,-0.009041309,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0003767025527777779,-0.005659178373043918,,,0.0003767025527777779,-0.009041309,,0.0
91,475.0,0.8808044,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00038925966111111126,-0.006002039995293093,,,0.00038925966111111126,-0.009041118,,0.0
92,480.0,0.8737427,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0004018167694444446,-0.00635312446433276,,,0.0004018167694444446,-0.009041118,,0.0
93,485.0,0.8667847,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0004143737458333335,-0.006712297287302782,,,0.0004143737458333335,-0.009041023,,0.0
94,490.0,0.859906,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0004269308541666669,-0.007079417690385824,,,0.0004269308541666669,-0.009041118,,0.0
95,495.0,0.8531677,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00043948796250000024,-0.007454374624529636,,,0.00043948796250000024,-0.009041118,,0.0
96,500.0,0.8465027,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.00045204480694444467,-0.007837031774129087,,,0.00045204480694444467,-0.009040928,,0.0
97,505.0,0.8399841,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000464601915277778,-0.008227289995791967,,,0.000464601915277778,-0.009041118,,0.0
98,510.0,0.8335816,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0004771588916666669,-0.008625040868161694,,,0.0004771588916666669,-0.009041023,,0.0
99,515.0,0.8272522,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0004897157361111114,-0.009030159288234231,,,0.0004897157361111114,-0.009040928,,0.0
100,520.0,0.8210388,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005022727125000002,-0.009442544673377976,-0.0013887534085891072,,0.0005022727125000002,-0.009041023,,0.0
101,525.0,0.8149597,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000514829688888889,-0.009862110122185958,-0.0014228493571006643,,0.000514829688888889,-0.009041023,,0.0
102,530.0,0.8089966,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005273866652777779,-0.010288764141281019,-0.0014520999679546235,,0.0005273866652777779,-0.009041023,,0.0
103,535.0,0.803125,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005399437736111112,-0.010722406484462443,-0.0014803241115960873,,0.0005399437736111112,-0.009041118,,0.0
104,540.0,0.797406,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005525007500000001,-0.011162973897516942,-0.0015078383713452402,,0.0005525007500000001,-0.009041023,,0.0
105,545.0,0.7918152,-0.009041309,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005650581236111112,-0.0116103955086757,-0.0015351134199677527,,0.0005650581236111112,-0.009041309,,0.0
106,550.0,0.7863342,-0.009041214,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005776153652777778,-0.012064594224839109,-0.0015626729900795344,,0.0005776153652777778,-0.009041214,,0.0
107,555.0,0.7809509,-0.009041309,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0005901727388888889,-0.012525490156429852,-0.0015907234347445124,,0.0005901727388888889,-0.009041309,,0.0
108,560.0,0.7756897,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006027295833333333,-0.01299302128610681,-0.001619071738898329,,0.0006027295833333333,-0.009040928,,0.0
109,565.0,0.77052,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006152866916666667,-0.01346711198776981,-0.0016477955440661546,,0.0006152866916666667,-0.009041118,,0.0
110,570.0,0.7654419,-0.009041309,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006278440652777778,-0.013947690141999758,-0.0016777329049202003,,0.0006278440652777778,-0.009041309,,0.0
111,575.0,0.7604736,-0.009041404,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006404015708333334,-0.014434698630017038,-0.0017088912734048664,,0.0006404015708333334,-0.009041404,,0.0
112,580.0,0.7555847,-0.009041595,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006529593416666667,-0.014928064718302443,-0.0017405552169386831,,0.0006529593416666667,-0.009041595,,0.0
113,585.0,0.750769,-0.009041214,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0006655165833333334,-0.015427713938055027,-0.001772989388200771,,0.0006655165833333334,-0.009041214,,0.0
114,590.0,0.7460388,-0.009041404,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000678074088888889,-0.015933583517640786,-0.0018061453582200685,,0.000678074088888889,-0.009041404,,0.0
115,595.0,0.7413757,-0.009040833,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000690630801388889,-0.016445600411462036,-0.001840031754719338,,0.000690630801388889,-0.009040833,,0.0
116,600.0,0.7368164,-0.009040833,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000703187513888889,-0.016963720503970596,-0.0018748665524928366,,0.000703187513888889,-0.009040833,,0.0
117,605.0,0.732312,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0007157446222222224,-0.017487868879759397,-0.0019106654570099542,,0.0007157446222222224,-0.009041118,,0.0
118,610.0,0.727887,-0.009041118,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0007283017305555557,-0.01801799024150829,-0.0019471947322662645,,0.0007283017305555557,-0.009041118,,0.0
119,615.0,0.7235352,-0.009041023,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0007408587069444446,-0.01855402759420908,-0.0019841688701836297,,0.0007408587069444446,-0.009041023,,0.0
120,620.0,0.7192688,-0.009040928,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.000753415551388889,-0.019095935893757902,-0.0020219791623335005,,0.000753415551388889,-0.009040928,,0.0
121,625.0,0.7150635,-0.009041691,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0007659734555555556,-0.01964365555379455,-0.0020594434174208073,,0.0007659734555555556,-0.009041691,,0.0
122,630.0,0.7109436,-0.009041404,01,01,MGPA-Li,Step04,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,5,1.2568,"Galvanostatic	[-0.00904 A,10 Min][default]	Step04[auto]",Galvanostatic,11/15/2024 9:25:09 AM,-0.0007785309611111112,-0.020197147157998346,-0.0020982322400038356,,0.0007785309611111112,-0.009041404,,0.0
